time_series_name,model_run_date,prediction_date,predicted_value
time_series_2,02/01/2022,05/01/2022,1.446747785
time_series_2,02/01/2022,06/01/2022,7.035126411
time_series_2,02/01/2022,07/01/2022,6.070562989
time_series_2,02/01/2022,08/01/2022,-1.492856193
time_series_2,02/01/2022,09/01/2022,3.206003655
time_series_2,02/01/2022,10/01/2022,-0.899556214
time_series_2,02/01/2022,11/01/2022,12.3538993
time_series_2,02/01/2022,12/01/2022,-14.7900126
time_series_2,02/01/2022,13/01/2022,-1.843039943
time_series_2,02/01/2022,14/01/2022,0.711525881
time_series_2,02/01/2022,15/01/2022,-6.775164109
time_series_2,09/01/2022,09/01/2022,5.31376543
time_series_2,09/01/2022,10/01/2022,5.503751865
time_series_2,09/01/2022,11/01/2022,7.733056136
time_series_2,09/01/2022,12/01/2022,5.012952661
time_series_2,09/01/2022,13/01/2022,7.801389271
time_series_2,09/01/2022,14/01/2022,6.234740159
time_series_2,09/01/2022,15/01/2022,5.120733013
time_series_2,09/01/2022,16/01/2022,8.227598337
time_series_2,09/01/2022,17/01/2022,7.383953944
time_series_2,09/01/2022,18/01/2022,13.85929678
time_series_2,09/01/2022,19/01/2022,3.126656244
time_series_2,09/01/2022,20/01/2022,10.24467944
time_series_2,09/01/2022,21/01/2022,12.20463226
time_series_2,09/01/2022,22/01/2022,14.1523143
time_series_2,16/01/2022,16/01/2022,8.776026061
time_series_2,16/01/2022,17/01/2022,7.270656567
time_series_2,16/01/2022,18/01/2022,6.125339701
time_series_2,16/01/2022,19/01/2022,10.58867355
time_series_2,16/01/2022,20/01/2022,6.023212
time_series_2,16/01/2022,21/01/2022,0.506199288
time_series_2,16/01/2022,22/01/2022,18.74255197
time_series_2,16/01/2022,23/01/2022,5.943508618
time_series_2,16/01/2022,24/01/2022,19.57089174
time_series_2,16/01/2022,25/01/2022,6.481825381
time_series_2,16/01/2022,26/01/2022,19.35953934
time_series_2,16/01/2022,27/01/2022,7.998816492
time_series_2,16/01/2022,28/01/2022,25.75015145
time_series_2,16/01/2022,29/01/2022,24.75230975
time_series_2,23/01/2022,23/01/2022,13.00159672
time_series_2,23/01/2022,24/01/2022,11.15170775
time_series_2,23/01/2022,25/01/2022,3.103345042
time_series_2,23/01/2022,26/01/2022,-0.646899052
time_series_2,23/01/2022,27/01/2022,17.22767884
time_series_2,23/01/2022,28/01/2022,15.79174793
time_series_2,23/01/2022,29/01/2022,9.885454835
time_series_2,23/01/2022,30/01/2022,34.07633142
time_series_2,23/01/2022,31/01/2022,-7.290758782
time_series_2,23/01/2022,01/02/2022,12.88160674
time_series_2,23/01/2022,02/02/2022,13.86421902
time_series_2,23/01/2022,03/02/2022,10.81785745
time_series_2,23/01/2022,04/02/2022,22.57054898
time_series_2,23/01/2022,05/02/2022,34.05960795
time_series_2,30/01/2022,30/01/2022,15.43555106
time_series_2,30/01/2022,31/01/2022,17.72074707
time_series_2,30/01/2022,01/02/2022,17.15436416
time_series_2,30/01/2022,02/02/2022,14.42928406
time_series_2,30/01/2022,03/02/2022,22.35601147
time_series_2,30/01/2022,04/02/2022,25.45476214
time_series_2,30/01/2022,05/02/2022,18.80542938
time_series_2,30/01/2022,06/02/2022,11.64569192
time_series_2,30/01/2022,07/02/2022,28.29482183
time_series_2,30/01/2022,08/02/2022,26.29053871
time_series_2,30/01/2022,09/02/2022,23.56607366
time_series_2,30/01/2022,10/02/2022,33.53803554
time_series_2,30/01/2022,11/02/2022,46.23192196
time_series_2,30/01/2022,12/02/2022,9.709715695
time_series_2,06/02/2022,06/02/2022,23.32249958
time_series_2,06/02/2022,07/02/2022,22.66098625
time_series_2,06/02/2022,08/02/2022,25.10549099
time_series_2,06/02/2022,09/02/2022,22.98862852
time_series_2,06/02/2022,10/02/2022,23.14033499
time_series_2,06/02/2022,11/02/2022,23.2955842
time_series_2,06/02/2022,12/02/2022,18.94733585
time_series_2,06/02/2022,13/02/2022,24.17706857
time_series_2,06/02/2022,14/02/2022,20.24323327
time_series_2,06/02/2022,15/02/2022,23.938201
time_series_2,06/02/2022,16/02/2022,23.38414095
time_series_2,06/02/2022,17/02/2022,23.76987354
time_series_2,06/02/2022,18/02/2022,15.69261076
time_series_2,06/02/2022,19/02/2022,18.57514618
time_series_2,13/02/2022,13/02/2022,22.67709054
time_series_2,13/02/2022,14/02/2022,23.56672971
time_series_2,13/02/2022,15/02/2022,22.07816636
time_series_2,13/02/2022,16/02/2022,19.33831958
time_series_2,13/02/2022,17/02/2022,21.16949209
time_series_2,13/02/2022,18/02/2022,16.98280071
time_series_2,13/02/2022,19/02/2022,25.55898723
time_series_2,13/02/2022,20/02/2022,16.37794904
time_series_2,13/02/2022,21/02/2022,19.12465757
time_series_2,13/02/2022,22/02/2022,17.41209531
time_series_2,13/02/2022,23/02/2022,28.52808012
time_series_2,13/02/2022,24/02/2022,16.81916538
time_series_2,13/02/2022,25/02/2022,23.68614997
time_series_2,13/02/2022,26/02/2022,33.69620228
time_series_2,20/02/2022,20/02/2022,23.47113167
time_series_2,20/02/2022,21/02/2022,22.00076461
time_series_2,20/02/2022,22/02/2022,23.39437612
time_series_2,20/02/2022,23/02/2022,25.92802506
time_series_2,20/02/2022,24/02/2022,20.25912426
time_series_2,20/02/2022,25/02/2022,22.16036036
time_series_2,20/02/2022,26/02/2022,32.61560586
time_series_2,20/02/2022,27/02/2022,6.011418766
time_series_2,20/02/2022,28/02/2022,37.08775342
time_series_2,20/02/2022,01/03/2022,91.18911673
time_series_2,20/02/2022,02/03/2022,28.37784811
time_series_2,20/02/2022,03/03/2022,15.81016454
time_series_2,20/02/2022,04/03/2022,36.23049862
time_series_2,20/02/2022,05/03/2022,33.33827415
time_series_2,27/02/2022,27/02/2022,28.01862341
time_series_2,27/02/2022,28/02/2022,24.89139461
time_series_2,27/02/2022,01/03/2022,26.63756902
time_series_2,27/02/2022,02/03/2022,32.0925463
time_series_2,27/02/2022,03/03/2022,34.99066813
time_series_2,27/02/2022,04/03/2022,37.30084675
time_series_2,27/02/2022,05/03/2022,14.2097468
time_series_2,27/02/2022,06/03/2022,51.24269882
time_series_2,27/02/2022,07/03/2022,67.84612792
time_series_2,27/02/2022,08/03/2022,47.33575076
time_series_2,27/02/2022,09/03/2022,16.23399291
time_series_2,27/02/2022,10/03/2022,38.10295026
time_series_2,27/02/2022,11/03/2022,11.46974551
time_series_2,27/02/2022,12/03/2022,32.15368359
time_series_2,06/03/2022,06/03/2022,38.28811599
time_series_2,06/03/2022,07/03/2022,41.56734429
time_series_2,06/03/2022,08/03/2022,37.51814834
time_series_2,06/03/2022,09/03/2022,39.86563928
time_series_2,06/03/2022,10/03/2022,52.49361663
time_series_2,06/03/2022,11/03/2022,44.04538528
time_series_2,06/03/2022,12/03/2022,48.3762946
time_series_2,06/03/2022,13/03/2022,46.70145622
time_series_2,06/03/2022,14/03/2022,38.58486921
time_series_2,06/03/2022,15/03/2022,34.85463867
time_series_2,06/03/2022,16/03/2022,27.50000812
time_series_2,06/03/2022,17/03/2022,32.18340309
time_series_2,06/03/2022,18/03/2022,32.4183554
time_series_2,06/03/2022,19/03/2022,33.17639973
time_series_2,13/03/2022,13/03/2022,41.13009263
time_series_2,13/03/2022,14/03/2022,34.5489345
time_series_2,13/03/2022,15/03/2022,35.68035255
time_series_2,13/03/2022,16/03/2022,37.38507023
time_series_2,13/03/2022,17/03/2022,37.51403318
time_series_2,13/03/2022,18/03/2022,33.37133701
time_series_2,13/03/2022,19/03/2022,29.55708461
time_series_2,13/03/2022,20/03/2022,40.43491285
time_series_2,13/03/2022,21/03/2022,36.06915503
time_series_2,13/03/2022,22/03/2022,34.15441368
time_series_2,13/03/2022,23/03/2022,28.31487539
time_series_2,13/03/2022,24/03/2022,41.43492679
time_series_2,13/03/2022,25/03/2022,0.475940609
time_series_2,13/03/2022,26/03/2022,38.30968232
time_series_2,20/03/2022,20/03/2022,35.43260597
time_series_2,20/03/2022,21/03/2022,36.44730517
time_series_2,20/03/2022,22/03/2022,28.00053918
time_series_2,20/03/2022,23/03/2022,20.54900637
time_series_2,20/03/2022,24/03/2022,27.59491843
time_series_2,20/03/2022,25/03/2022,35.13145651
time_series_2,20/03/2022,26/03/2022,21.34271119
time_series_2,20/03/2022,27/03/2022,47.51386292
time_series_2,20/03/2022,28/03/2022,35.12829403
time_series_2,20/03/2022,29/03/2022,46.38105512
time_series_2,20/03/2022,30/03/2022,8.057583328
time_series_2,20/03/2022,31/03/2022,33.13281423
time_series_2,20/03/2022,01/04/2022,10.85582305
time_series_2,20/03/2022,02/04/2022,96.59312166
time_series_2,27/03/2022,27/03/2022,38.23452685
time_series_2,27/03/2022,28/03/2022,35.92064831
time_series_2,27/03/2022,29/03/2022,38.33487457
time_series_2,27/03/2022,30/03/2022,62.55749227
time_series_2,27/03/2022,31/03/2022,53.99490532
time_series_2,27/03/2022,01/04/2022,41.18562561
time_series_2,27/03/2022,02/04/2022,30.36125903
time_series_2,27/03/2022,03/04/2022,0.364354377
time_series_2,27/03/2022,04/04/2022,64.88567501
time_series_2,27/03/2022,05/04/2022,44.55588025
time_series_2,27/03/2022,06/04/2022,115.915148
time_series_2,27/03/2022,07/04/2022,78.54465251
time_series_2,27/03/2022,08/04/2022,47.86351312
time_series_2,27/03/2022,09/04/2022,56.93582483
time_series_2,03/04/2022,03/04/2022,51.85313565
time_series_2,03/04/2022,04/04/2022,52.1121332
time_series_2,03/04/2022,05/04/2022,54.87247311
time_series_2,03/04/2022,06/04/2022,62.05095137
time_series_2,03/04/2022,07/04/2022,55.44844144
time_series_2,03/04/2022,08/04/2022,49.2860655
time_series_2,03/04/2022,09/04/2022,48.67002173
time_series_2,03/04/2022,10/04/2022,58.23153043
time_series_2,03/04/2022,11/04/2022,57.61697852
time_series_2,03/04/2022,12/04/2022,54.52915871
time_series_2,03/04/2022,13/04/2022,40.99038463
time_series_2,03/04/2022,14/04/2022,56.39283279
time_series_2,03/04/2022,15/04/2022,49.79217555
time_series_2,03/04/2022,16/04/2022,63.55205328
time_series_2,10/04/2022,10/04/2022,59.37197843
time_series_2,10/04/2022,11/04/2022,53.93568994
time_series_2,10/04/2022,12/04/2022,50.47963065
time_series_2,10/04/2022,13/04/2022,66.57149152
time_series_2,10/04/2022,14/04/2022,54.68612358
time_series_2,10/04/2022,15/04/2022,50.6779697
time_series_2,10/04/2022,16/04/2022,43.76908649
time_series_2,10/04/2022,17/04/2022,43.13212947
time_series_2,10/04/2022,18/04/2022,47.92347572
time_series_2,10/04/2022,19/04/2022,69.23085388
time_series_2,10/04/2022,20/04/2022,75.35279072
time_series_2,10/04/2022,21/04/2022,38.28327864
time_series_2,10/04/2022,22/04/2022,97.04877773
time_series_2,10/04/2022,23/04/2022,30.53262404
time_series_2,17/04/2022,17/04/2022,50.94163669
time_series_2,17/04/2022,18/04/2022,46.78395364
time_series_2,17/04/2022,19/04/2022,51.58421459
time_series_2,17/04/2022,20/04/2022,46.59973389
time_series_2,17/04/2022,21/04/2022,47.31714305
time_series_2,17/04/2022,22/04/2022,49.25521497
time_series_2,17/04/2022,23/04/2022,72.81548796
time_series_2,17/04/2022,24/04/2022,55.96945869
time_series_2,17/04/2022,25/04/2022,53.80564464
time_series_2,17/04/2022,26/04/2022,58.10038018
time_series_2,17/04/2022,27/04/2022,45.09847
time_series_2,17/04/2022,28/04/2022,80.01842363
time_series_2,17/04/2022,29/04/2022,69.31072874
time_series_2,17/04/2022,30/04/2022,51.75032433
time_series_2,24/04/2022,24/04/2022,40.84520033
time_series_2,24/04/2022,25/04/2022,40.82903653
time_series_2,24/04/2022,26/04/2022,56.8456356
time_series_2,24/04/2022,27/04/2022,46.43930352
time_series_2,24/04/2022,28/04/2022,61.3592982
time_series_2,24/04/2022,29/04/2022,48.69040432
time_series_2,24/04/2022,30/04/2022,16.45482297
time_series_2,24/04/2022,01/05/2022,58.34194835
time_series_2,24/04/2022,02/05/2022,12.90913618
time_series_2,24/04/2022,03/05/2022,91.19608319
time_series_2,24/04/2022,04/05/2022,167.7222372
time_series_2,24/04/2022,05/05/2022,87.11443608
time_series_2,24/04/2022,06/05/2022,134.7352077
time_series_2,24/04/2022,07/05/2022,93.02417804
time_series_2,01/05/2022,01/05/2022,61.15499734
time_series_2,01/05/2022,02/05/2022,67.54432513
time_series_2,01/05/2022,03/05/2022,65.44729396
time_series_2,01/05/2022,04/05/2022,62.03840711
time_series_2,01/05/2022,05/05/2022,75.34748038
time_series_2,01/05/2022,06/05/2022,76.60123673
time_series_2,01/05/2022,07/05/2022,65.05839153
time_series_2,01/05/2022,08/05/2022,76.43650427
time_series_2,01/05/2022,09/05/2022,57.94129782
time_series_2,01/05/2022,10/05/2022,109.2726059
time_series_2,01/05/2022,11/05/2022,76.83160579
time_series_2,01/05/2022,12/05/2022,63.64758726
time_series_2,01/05/2022,13/05/2022,71.01233777
time_series_2,01/05/2022,14/05/2022,85.02269215
time_series_2,08/05/2022,08/05/2022,78.55149047
time_series_2,08/05/2022,09/05/2022,70.99717921
time_series_2,08/05/2022,10/05/2022,79.23966866
time_series_2,08/05/2022,11/05/2022,73.01039953
time_series_2,08/05/2022,12/05/2022,92.83365649
time_series_2,08/05/2022,13/05/2022,70.06312139
time_series_2,08/05/2022,14/05/2022,62.61325155
time_series_2,08/05/2022,15/05/2022,57.27726032
time_series_2,08/05/2022,16/05/2022,44.25342882
time_series_2,08/05/2022,17/05/2022,26.24925991
time_series_2,08/05/2022,18/05/2022,25.84097208
time_series_2,08/05/2022,19/05/2022,74.21901677
time_series_2,08/05/2022,20/05/2022,42.63943383
time_series_2,08/05/2022,21/05/2022,-5.983669104
time_series_2,15/05/2022,15/05/2022,65.54972883
time_series_2,15/05/2022,16/05/2022,65.73985111
time_series_2,15/05/2022,17/05/2022,70.52340141
time_series_2,15/05/2022,18/05/2022,69.90915078
time_series_2,15/05/2022,19/05/2022,49.23370289
time_series_2,15/05/2022,20/05/2022,54.23150903
time_series_2,15/05/2022,21/05/2022,49.75602314
time_series_2,15/05/2022,22/05/2022,53.41481392
time_series_2,15/05/2022,23/05/2022,64.94437003
time_series_2,15/05/2022,24/05/2022,54.92831269
time_series_2,15/05/2022,25/05/2022,61.65553554
time_series_2,15/05/2022,26/05/2022,37.31934318
time_series_2,15/05/2022,27/05/2022,53.99687485
time_series_2,15/05/2022,28/05/2022,87.99489752
time_series_2,22/05/2022,22/05/2022,58.67139102
time_series_2,22/05/2022,23/05/2022,70.69706041
time_series_2,22/05/2022,24/05/2022,52.33368068
time_series_2,22/05/2022,25/05/2022,53.8814166
time_series_2,22/05/2022,26/05/2022,77.050532
time_series_2,22/05/2022,27/05/2022,30.1001372
time_series_2,22/05/2022,28/05/2022,25.8965086
time_series_2,22/05/2022,29/05/2022,28.28098427
time_series_2,22/05/2022,30/05/2022,121.2136729
time_series_2,22/05/2022,31/05/2022,41.71630444
time_series_2,22/05/2022,01/06/2022,93.82855239
time_series_2,22/05/2022,02/06/2022,146.6929118
time_series_2,22/05/2022,03/06/2022,-4.865760751
time_series_2,22/05/2022,04/06/2022,110.3207081
time_series_2,29/05/2022,29/05/2022,71.75877419
time_series_2,29/05/2022,30/05/2022,79.44134536
time_series_2,29/05/2022,31/05/2022,89.02785839
time_series_2,29/05/2022,01/06/2022,61.53624963
time_series_2,29/05/2022,02/06/2022,90.7224995
time_series_2,29/05/2022,03/06/2022,63.26117239
time_series_2,29/05/2022,04/06/2022,141.0977684
time_series_2,29/05/2022,05/06/2022,79.31908484
time_series_2,29/05/2022,06/06/2022,66.78521431
time_series_2,29/05/2022,07/06/2022,51.60221992
time_series_2,29/05/2022,08/06/2022,94.30375799
time_series_2,29/05/2022,09/06/2022,55.33280256
time_series_2,29/05/2022,10/06/2022,113.9556594
time_series_2,29/05/2022,11/06/2022,86.47035193
time_series_2,05/06/2022,05/06/2022,93.73032229
time_series_2,05/06/2022,06/06/2022,88.39583261
time_series_2,05/06/2022,07/06/2022,100.7668716
time_series_2,05/06/2022,08/06/2022,99.50448299
time_series_2,05/06/2022,09/06/2022,105.2878119
time_series_2,05/06/2022,10/06/2022,59.28611895
time_series_2,05/06/2022,11/06/2022,85.10672118
time_series_2,05/06/2022,12/06/2022,72.54285172
time_series_2,05/06/2022,13/06/2022,107.2159566
time_series_2,05/06/2022,14/06/2022,49.67021718
time_series_2,05/06/2022,15/06/2022,78.70363686
time_series_2,05/06/2022,16/06/2022,52.28503676
time_series_2,05/06/2022,17/06/2022,102.8369944
time_series_2,05/06/2022,18/06/2022,75.8015279
time_series_2,12/06/2022,12/06/2022,84.41500134
time_series_2,12/06/2022,13/06/2022,91.41731979
time_series_2,12/06/2022,14/06/2022,95.48396536
time_series_2,12/06/2022,15/06/2022,83.74428145
time_series_2,12/06/2022,16/06/2022,86.15918105
time_series_2,12/06/2022,17/06/2022,64.32617976
time_series_2,12/06/2022,18/06/2022,74.17792194
time_series_2,12/06/2022,19/06/2022,96.97068627
time_series_2,12/06/2022,20/06/2022,100.3280162
time_series_2,12/06/2022,21/06/2022,66.80631941
time_series_2,12/06/2022,22/06/2022,68.68548896
time_series_2,12/06/2022,23/06/2022,56.76204407
time_series_2,12/06/2022,24/06/2022,63.4121029
time_series_2,12/06/2022,25/06/2022,87.28650199
time_series_2,19/06/2022,19/06/2022,68.90521725
time_series_2,19/06/2022,20/06/2022,73.87751878
time_series_2,19/06/2022,21/06/2022,75.18207479
time_series_2,19/06/2022,22/06/2022,80.39504134
time_series_2,19/06/2022,23/06/2022,96.4050388
time_series_2,19/06/2022,24/06/2022,104.2079614
time_series_2,19/06/2022,25/06/2022,72.26078659
time_series_2,19/06/2022,26/06/2022,82.73983046
time_series_2,19/06/2022,27/06/2022,83.84956103
time_series_2,19/06/2022,28/06/2022,29.35562327
time_series_2,19/06/2022,29/06/2022,59.93330791
time_series_2,19/06/2022,30/06/2022,148.304827
time_series_2,19/06/2022,01/07/2022,146.065491
time_series_2,19/06/2022,02/07/2022,33.9836537
time_series_2,26/06/2022,26/06/2022,81.7692579
time_series_2,26/06/2022,27/06/2022,101.6331435
time_series_2,26/06/2022,28/06/2022,101.5753373
time_series_2,26/06/2022,29/06/2022,81.80634225
time_series_2,26/06/2022,30/06/2022,107.1737705
time_series_2,26/06/2022,01/07/2022,47.70374138
time_series_2,26/06/2022,02/07/2022,58.89098158
time_series_2,26/06/2022,03/07/2022,36.84800018
time_series_2,26/06/2022,04/07/2022,64.18202069
time_series_2,26/06/2022,05/07/2022,108.6287803
time_series_2,26/06/2022,06/07/2022,84.2804922
time_series_2,26/06/2022,07/07/2022,156.6721613
time_series_2,26/06/2022,08/07/2022,19.65662351
time_series_2,26/06/2022,09/07/2022,118.6324084
time_series_2,03/07/2022,03/07/2022,106.2416084
time_series_2,03/07/2022,04/07/2022,109.7514296
time_series_2,03/07/2022,05/07/2022,109.4958952
time_series_2,03/07/2022,06/07/2022,117.3816456
time_series_2,03/07/2022,07/07/2022,96.97634706
time_series_2,03/07/2022,08/07/2022,116.4255992
time_series_2,03/07/2022,09/07/2022,116.6753979
time_series_2,03/07/2022,10/07/2022,112.4326872
time_series_2,03/07/2022,11/07/2022,106.4287429
time_series_2,03/07/2022,12/07/2022,92.80338589
time_series_2,03/07/2022,13/07/2022,108.4217864
time_series_2,03/07/2022,14/07/2022,112.4702883
time_series_2,03/07/2022,15/07/2022,99.23128662
time_series_2,03/07/2022,16/07/2022,97.48758328
time_series_2,10/07/2022,10/07/2022,106.6971132
time_series_2,10/07/2022,11/07/2022,107.8505324
time_series_2,10/07/2022,12/07/2022,106.6200183
time_series_2,10/07/2022,13/07/2022,97.49177544
time_series_2,10/07/2022,14/07/2022,119.5980536
time_series_2,10/07/2022,15/07/2022,60.17720398
time_series_2,10/07/2022,16/07/2022,105.072559
time_series_2,10/07/2022,17/07/2022,78.49422787
time_series_2,10/07/2022,18/07/2022,88.13689349
time_series_2,10/07/2022,19/07/2022,108.163767
time_series_2,10/07/2022,20/07/2022,98.51891288
time_series_2,10/07/2022,21/07/2022,85.03059109
time_series_2,10/07/2022,22/07/2022,145.0233367
time_series_2,10/07/2022,23/07/2022,15.80593326
time_series_2,17/07/2022,17/07/2022,80.0885902
time_series_2,17/07/2022,18/07/2022,79.06420376
time_series_2,17/07/2022,19/07/2022,84.01260059
time_series_2,17/07/2022,20/07/2022,92.34411156
time_series_2,17/07/2022,21/07/2022,68.52254892
time_series_2,17/07/2022,22/07/2022,80.14781309
time_series_2,17/07/2022,23/07/2022,86.29737908
time_series_2,17/07/2022,24/07/2022,49.00159836
time_series_2,17/07/2022,25/07/2022,87.21807395
time_series_2,17/07/2022,26/07/2022,97.74322746
time_series_2,17/07/2022,27/07/2022,137.2267532
time_series_2,17/07/2022,28/07/2022,116.3429025
time_series_2,17/07/2022,29/07/2022,94.39308425
time_series_2,17/07/2022,30/07/2022,145.5878597
time_series_2,24/07/2022,24/07/2022,90.35989025
time_series_2,24/07/2022,25/07/2022,88.49121271
time_series_2,24/07/2022,26/07/2022,82.4748205
time_series_2,24/07/2022,27/07/2022,89.75438961
time_series_2,24/07/2022,28/07/2022,94.11820319
time_series_2,24/07/2022,29/07/2022,137.8518036
time_series_2,24/07/2022,30/07/2022,122.3235919
time_series_2,24/07/2022,31/07/2022,112.8761308
time_series_2,24/07/2022,01/08/2022,194.6895494
time_series_2,24/07/2022,02/08/2022,18.88161204
time_series_2,24/07/2022,03/08/2022,73.81830484
time_series_2,24/07/2022,04/08/2022,177.8105884
time_series_2,24/07/2022,05/08/2022,196.6335527
time_series_2,24/07/2022,06/08/2022,61.56658926
time_series_2,31/07/2022,31/07/2022,113.32208
time_series_2,31/07/2022,01/08/2022,121.6885622
time_series_2,31/07/2022,02/08/2022,128.737579
time_series_2,31/07/2022,03/08/2022,123.8860444
time_series_2,31/07/2022,04/08/2022,145.6230998
time_series_2,31/07/2022,05/08/2022,122.2740118
time_series_2,31/07/2022,06/08/2022,132.7587497
time_series_2,31/07/2022,07/08/2022,118.3680405
time_series_2,31/07/2022,08/08/2022,123.6718048
time_series_2,31/07/2022,09/08/2022,127.8886334
time_series_2,31/07/2022,10/08/2022,137.0496805
time_series_2,31/07/2022,11/08/2022,141.1085345
time_series_2,31/07/2022,12/08/2022,100.8133472
time_series_2,31/07/2022,13/08/2022,121.7839685
time_series_2,07/08/2022,07/08/2022,141.232517
time_series_2,07/08/2022,08/08/2022,145.2843075
time_series_2,07/08/2022,09/08/2022,125.0191378
time_series_2,07/08/2022,10/08/2022,141.6760415
time_series_2,07/08/2022,11/08/2022,162.2280398
time_series_2,07/08/2022,12/08/2022,174.703464
time_series_2,07/08/2022,13/08/2022,151.0303255
time_series_2,07/08/2022,14/08/2022,110.7171444
time_series_2,07/08/2022,15/08/2022,118.3709929
time_series_2,07/08/2022,16/08/2022,87.67210168
time_series_2,07/08/2022,17/08/2022,50.90520753
time_series_2,07/08/2022,18/08/2022,99.22972065
time_series_2,07/08/2022,19/08/2022,197.9441952
time_series_2,07/08/2022,20/08/2022,92.60268306
time_series_2,14/08/2022,14/08/2022,107.0346894
time_series_2,14/08/2022,15/08/2022,109.2101865
time_series_2,14/08/2022,16/08/2022,87.65121762
time_series_2,14/08/2022,17/08/2022,110.7504396
time_series_2,14/08/2022,18/08/2022,76.32061561
time_series_2,14/08/2022,19/08/2022,97.09347371
time_series_2,14/08/2022,20/08/2022,104.6196307
time_series_2,14/08/2022,21/08/2022,82.65097448
time_series_2,14/08/2022,22/08/2022,105.3533607
time_series_2,14/08/2022,23/08/2022,107.0479251
time_series_2,14/08/2022,24/08/2022,164.1951672
time_series_2,14/08/2022,25/08/2022,95.30154272
time_series_2,14/08/2022,26/08/2022,51.02229092
time_series_2,14/08/2022,27/08/2022,104.0683463
time_series_2,21/08/2022,21/08/2022,99.94144647
time_series_2,21/08/2022,22/08/2022,103.9962163
time_series_2,21/08/2022,23/08/2022,100.5572875
time_series_2,21/08/2022,24/08/2022,95.78113404
time_series_2,21/08/2022,25/08/2022,130.2670492
time_series_2,21/08/2022,26/08/2022,143.5013061
time_series_2,21/08/2022,27/08/2022,68.12745876
time_series_2,21/08/2022,28/08/2022,153.3701552
time_series_2,21/08/2022,29/08/2022,80.1622279
time_series_2,21/08/2022,30/08/2022,151.1558564
time_series_2,21/08/2022,31/08/2022,111.924013
time_series_2,21/08/2022,01/09/2022,171.3719681
time_series_2,21/08/2022,02/09/2022,219.0547087
time_series_2,21/08/2022,03/09/2022,134.3284578
time_series_2,28/08/2022,28/08/2022,129.1270081
time_series_2,28/08/2022,29/08/2022,117.1670996
time_series_2,28/08/2022,30/08/2022,133.7902648
time_series_2,28/08/2022,31/08/2022,149.3710017
time_series_2,28/08/2022,01/09/2022,138.2400726
time_series_2,28/08/2022,02/09/2022,131.4355759
time_series_2,28/08/2022,03/09/2022,148.7639585
time_series_2,28/08/2022,04/09/2022,147.4173504
time_series_2,28/08/2022,05/09/2022,102.7649041
time_series_2,28/08/2022,06/09/2022,216.9300161
time_series_2,28/08/2022,07/09/2022,200.3124845
time_series_2,28/08/2022,08/09/2022,81.75636713
time_series_2,28/08/2022,09/09/2022,66.37959749
time_series_2,28/08/2022,10/09/2022,87.63008233
time_series_2,04/09/2022,04/09/2022,148.0387572
time_series_2,04/09/2022,05/09/2022,153.1803122
time_series_2,04/09/2022,06/09/2022,148.7299587
time_series_2,04/09/2022,07/09/2022,179.193672
time_series_2,04/09/2022,08/09/2022,139.4306427
time_series_2,04/09/2022,09/09/2022,148.0125167
time_series_2,04/09/2022,10/09/2022,164.0529029
time_series_2,04/09/2022,11/09/2022,137.2408572
time_series_2,04/09/2022,12/09/2022,59.37171928
time_series_2,04/09/2022,13/09/2022,139.6070461
time_series_2,04/09/2022,14/09/2022,169.7153199
time_series_2,04/09/2022,15/09/2022,39.64322061
time_series_2,04/09/2022,16/09/2022,148.9947168
time_series_2,04/09/2022,17/09/2022,219.8192495
time_series_2,11/09/2022,11/09/2022,129.8190587
time_series_2,11/09/2022,12/09/2022,124.0641296
time_series_2,11/09/2022,13/09/2022,112.3201162
time_series_2,11/09/2022,14/09/2022,125.9370951
time_series_2,11/09/2022,15/09/2022,113.3819787
time_series_2,11/09/2022,16/09/2022,109.7553971
time_series_2,11/09/2022,17/09/2022,125.4806603
time_series_2,11/09/2022,18/09/2022,128.8599393
time_series_2,11/09/2022,19/09/2022,101.2333761
time_series_2,11/09/2022,20/09/2022,112.7394141
time_series_2,11/09/2022,21/09/2022,131.2387589
time_series_2,11/09/2022,22/09/2022,115.2124334
time_series_2,11/09/2022,23/09/2022,103.8372027
time_series_2,11/09/2022,24/09/2022,57.03132961
time_series_2,18/09/2022,18/09/2022,85.7674398
time_series_2,18/09/2022,19/09/2022,113.9314472
time_series_2,18/09/2022,20/09/2022,108.052689
time_series_2,18/09/2022,21/09/2022,123.0447378
time_series_2,18/09/2022,22/09/2022,113.3776925
time_series_2,18/09/2022,23/09/2022,46.15333075
time_series_2,18/09/2022,24/09/2022,190.8467096
time_series_2,18/09/2022,25/09/2022,238.9178844
time_series_2,18/09/2022,26/09/2022,62.82102802
time_series_2,18/09/2022,27/09/2022,115.4120896
time_series_2,18/09/2022,28/09/2022,-30.3031238
time_series_2,18/09/2022,29/09/2022,79.77406383
time_series_2,18/09/2022,30/09/2022,188.4986909
time_series_2,18/09/2022,01/10/2022,215.8953141
time_series_2,25/09/2022,25/09/2022,120.5938138
time_series_2,25/09/2022,26/09/2022,121.8380365
time_series_2,25/09/2022,27/09/2022,141.6752341
time_series_2,25/09/2022,28/09/2022,132.8972717
time_series_2,25/09/2022,29/09/2022,118.4914565
time_series_2,25/09/2022,30/09/2022,149.3703934
time_series_2,25/09/2022,01/10/2022,117.9716454
time_series_2,25/09/2022,02/10/2022,212.7631403
